id_mutation;date_mutation;numero_disposition;nature_mutation;valeur_fonciere;adresse_numero;adresse_suffixe;adresse_nom_voie;adresse_code_voie;code_postal;code_commune;nom_commune;code_departement;ancien_code_commune;ancien_nom_commune;id_parcelle;ancien_id_parcelle;numero_volume;lot1_numero;lot1_surface_carrez;lot2_numero;lot2_surface_carrez;lot3_numero;lot3_surface_carrez;lot4_numero;lot4_surface_carrez;lot5_numero;lot5_surface_carrez;nombre_lots;code_type_local;type_local;surface_reelle_bati;nombre_pieces_principales;code_nature_culture;nature_culture;code_nature_culture_speciale;nature_culture_speciale;surface_terrain;longitude;latitude;section_prefixe
"2018-1314359";"2018-11-08";"1";"Vente";"220000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"1";"nan";"2";"nan";"4";"nan";"45";"nan";"5";"nan";"9";"4";"Local industriel. commercial ou assimilé";"300.0";"0.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2018-1314327";"2018-10-31";"1";"Vente";"124000.0";"7.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0237";"None";"None";"39";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"26.0";"1.0";"None";"None";"None";"None";"nan";"2.362922";"48.938465";"0000T"
"2018-1314321";"2018-10-30";"1";"Vente";"178500.0";"7.0";"None";"AV JEAN MOULIN";"4751";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0088";"None";"None";"22";"nan";"36";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"91.0";"3.0";"None";"None";"None";"None";"nan";"2.362791";"48.940308";"0000T"
"2018-1313951";"2018-10-22";"1";"Vente";"154425.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"31";"42.04";"71";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"40.0";"1.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2018-1313951";"2018-10-22";"1";"Vente";"154425.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"104";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2018-1314018";"2018-10-17";"1";"Vente";"220403.0";"3.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0238";"None";"None";"39";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.362232";"48.938721";"0000T"
"2018-1314018";"2018-10-17";"1";"Vente";"220403.0";"1.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0238";"None";"None";"89";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.362232";"48.938721";"0000T"
"2018-1313586";"2018-09-20";"1";"Vente";"220000.0";"17.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0117";"None";"None";"11";"nan";"16";"nan";"20";"nan";"7";"29.35";"8";"29.45";"5";"2";"Appartement";"56.0";"3.0";"None";"None";"None";"None";"nan";"2.362288";"48.937796";"0000T"
"2018-1313586";"2018-09-20";"1";"Vente";"220000.0";"17.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0117";"None";"None";"18";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"S";"sols";"None";"None";"2.0";"2.362288";"48.937796";"0000T"
"2018-1313586";"2018-09-20";"1";"Vente";"220000.0";"17.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0117";"None";"None";"28";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"S";"sols";"None";"None";"3.0";"2.362288";"48.937796";"0000T"
"2018-1313586";"2018-09-20";"1";"Vente";"220000.0";"17.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0117";"None";"None";"23";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"S";"sols";"None";"None";"6.0";"2.362288";"48.937796";"0000T"
"2018-1313457";"2018-09-12";"1";"Vente";"199900.0";"11.0";"None";"AV JEAN MOULIN";"4751";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0087";"None";"None";"111";"nan";"114";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"60.0";"3.0";"None";"None";"None";"None";"nan";"2.363042";"48.940765";"0000T"
"2018-1313312";"2018-09-10";"1";"Vente";"190000.0";"5.0";"None";"AV LENINE";"5138";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0233";"None";"None";"13";"108.26";"72";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"1";"Maison";"94.0";"5.0";"None";"None";"None";"None";"nan";"2.367175";"48.936617";"0000T"
"2018-1313305";"2018-09-10";"1";"Vente en l'état futur d'achèvement";"207000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"18";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"65.0";"3.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1313306";"2018-09-10";"1";"Vente en l'état futur d'achèvement";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1006";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1313233";"2018-09-03";"1";"Vente en l'état futur d'achèvement";"265000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"35";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"79.0";"4.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1313149";"2018-08-31";"1";"Vente en l'état futur d'achèvement";"188411.2";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"23";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"49.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1313135";"2018-08-30";"1";"Vente";"195000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"38";"nan";"76";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"91.0";"4.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2018-1313135";"2018-08-30";"1";"Vente";"195000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"110";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2018-1312901";"2018-07-26";"1";"Vente en l'état futur d'achèvement";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1030";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1312871";"2018-07-24";"1";"Vente en l'état futur d'achèvement";"202000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"46";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"66.0";"3.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1312711";"2018-07-17";"1";"Vente en l'état futur d'achèvement";"12000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1025";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1312626";"2018-07-09";"1";"Vente en l'état futur d'achèvement";"161000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"24";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"44.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1312620";"2018-07-06";"1";"Vente en l'état futur d'achèvement";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1037";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1312910";"2018-07-06";"1";"Vente en l'état futur d'achèvement";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1002";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1312585";"2018-07-05";"1";"Vente en l'état futur d'achèvement";"175000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"20";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"47.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1312580";"2018-07-05";"1";"Vente en l'état futur d'achèvement";"15000.0";"40.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"1026";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2018-1312377";"2018-06-29";"1";"Vente en l'état futur d'achèvement";"211000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"39";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"65.0";"3.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1311755";"2018-06-11";"1";"Vente";"105000.0";"57.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0141";"None";"None";"14";"31.09";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"31.0";"2.0";"None";"None";"None";"None";"nan";"2.365532";"48.936195";"0000T"
"2018-1311460";"2018-05-17";"1";"Vente";"295000.0";"24.0";"None";"ALL DES PLATANES";"7199";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0233";"None";"None";"29";"110.09";"82";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"1";"Maison";"108.0";"6.0";"None";"None";"None";"None";"nan";"2.367175";"48.936617";"0000T"
"2018-1311605";"2018-05-17";"1";"Vente en l'état futur d'achèvement";"140248.6";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"8";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"33.0";"1.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1311569";"2018-05-15";"1";"Vente en l'état futur d'achèvement";"171000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"28";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"42.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1311394";"2018-04-23";"1";"Vente";"98000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"15";"42.57";"73";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"41.0";"1.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2018-1311213";"2018-04-11";"1";"Vente en l'état futur d'achèvement";"146000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"4";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"59.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1310907";"2018-03-30";"1";"Vente";"63000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"51";"nan";"9";"39.3";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"38.0";"0.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2018-1310868";"2018-03-21";"1";"Vente en l'état futur d'achèvement";"130000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"1";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"27.0";"1.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1310855";"2018-03-20";"1";"Vente en l'état futur d'achèvement";"207000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"32";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"69.0";"3.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1310778";"2018-03-14";"1";"Vente en l'état futur d'achèvement";"153500.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"3";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"50.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1310255";"2018-02-02";"1";"Vente en l'état futur d'achèvement";"163738.31";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"6";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"46.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1310056";"2018-01-16";"1";"Vente en l'état futur d'achèvement";"139000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"5";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"45.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2018-1309935";"2018-01-09";"1";"Vente en l'état futur d'achèvement";"188000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"40";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"66.0";"3.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2017-1327288";"2017-12-29";"1";"Vente en l'état futur d'achèvement";"151500.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"9";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"52.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2017-1327242";"2017-12-27";"1";"Vente en l'état futur d'achèvement";"159000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"16";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"49.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2017-1327243";"2017-12-27";"1";"Vente en l'état futur d'achèvement";"150000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"15";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"35.0";"1.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2017-1327271";"2017-12-27";"1";"Vente en l'état futur d'achèvement";"159135.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"17";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"43.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2017-1327195";"2017-12-22";"1";"Vente en l'état futur d'achèvement";"151000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0139";"None";"None";"13";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"46.0";"2.0";"None";"None";"None";"None";"nan";"2.367779";"48.939455";"0000T"
"2017-1325601";"2017-10-10";"2";"Vente";"149085.86";"2.0";"None";"AV JEAN MOULIN";"4751";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0240";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"1229.0";"2.362798";"48.939109";"0000T"
"2017-1325518";"2017-10-03";"1";"Vente";"340000.0";"16.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0125";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"1";"Maison";"89.0";"5.0";"S";"sols";"None";"None";"230.0";"2.364416";"48.940044";"0000T"
"2017-1325256";"2017-09-27";"1";"Vente";"235000.0";"11.0";"None";"AV JEAN MOULIN";"4751";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0087";"None";"None";"107";"67.34";"118";"nan";"127";"67.74";"135";"nan";"None";"nan";"4";"2";"Appartement";"140.0";"5.0";"None";"None";"None";"None";"nan";"2.363042";"48.940765";"0000T"
"2017-1325202";"2017-09-22";"1";"Vente";"160000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"13";"72.0";"80";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"76.0";"3.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2017-1325202";"2017-09-22";"1";"Vente";"160000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"102";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
"2017-1325094";"2017-09-12";"1";"Vente";"297000.0";"25.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0055";"None";"None";"3";"82.1";"7";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"83.0";"4.0";"None";"None";"None";"None";"nan";"2.362605";"48.937387";"0000T"
"2017-1324902";"2017-08-11";"1";"Vente";"176000.0";"36.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"19";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"43.0";"2.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2017-1324902";"2017-08-11";"1";"Vente";"176000.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"75";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2017-1324527";"2017-07-21";"1";"Vente";"262500.0";"34.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"23";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"65.0";"3.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2017-1324527";"2017-07-21";"1";"Vente";"262500.0";"26.0";"None";"RUE GEORGES POLITZER";"4144";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0140";"None";"None";"90";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.366203";"48.93971";"0000T"
"2017-1324167";"2017-07-20";"1";"Vente";"3410000.0";"55.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0142";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"2";"Appartement";"87.0";"3.0";"S";"sols";"None";"None";"2035.0";"2.365373";"48.936374";"0000T"
"2017-1324167";"2017-07-20";"1";"Vente";"3410000.0";"55.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0142";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"2";"Appartement";"87.0";"3.0";"S";"sols";"None";"None";"2035.0";"2.365373";"48.936374";"0000T"
"2017-1324167";"2017-07-20";"1";"Vente";"3410000.0";"55.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0142";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"2";"Appartement";"87.0";"3.0";"S";"sols";"None";"None";"2035.0";"2.365373";"48.936374";"0000T"
"2017-1324167";"2017-07-20";"1";"Vente";"3410000.0";"55.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0142";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"2";"Appartement";"87.0";"3.0";"S";"sols";"None";"None";"2035.0";"2.365373";"48.936374";"0000T"
"2017-1324167";"2017-07-20";"1";"Vente";"3410000.0";"55.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0142";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"2";"Appartement";"175.0";"3.0";"S";"sols";"None";"None";"2035.0";"2.365373";"48.936374";"0000T"
"2017-1324167";"2017-07-20";"1";"Vente";"3410000.0";"55.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0142";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"4";"Local industriel. commercial ou assimilé";"201.0";"0.0";"S";"sols";"None";"None";"2035.0";"2.365373";"48.936374";"0000T"
"2017-1324167";"2017-07-20";"1";"Vente";"3410000.0";"55.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0142";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"4";"Local industriel. commercial ou assimilé";"1377.0";"0.0";"S";"sols";"None";"None";"2035.0";"2.365373";"48.936374";"0000T"
"2017-1324167";"2017-07-20";"1";"Vente";"3410000.0";"53.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0235";"None";"None";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"100.0";"2.365169";"48.936281";"0000T"
"2017-1324324";"2017-07-10";"1";"Vente";"229000.0";"5.0";"None";"AV LENINE";"5138";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0233";"None";"None";"4";"98.32";"55";"nan";"None";"nan";"None";"nan";"None";"nan";"2";"1";"Maison";"97.0";"5.0";"None";"None";"None";"None";"nan";"2.367175";"48.936617";"0000T"
"2017-1322256";"2017-03-08";"1";"Vente";"359000.0";"25.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0055";"None";"None";"10";"nan";"12";"116.67";"None";"nan";"None";"nan";"None";"nan";"2";"2";"Appartement";"116.0";"5.0";"None";"None";"None";"None";"nan";"2.362605";"48.937387";"0000T"
"2017-1322432";"2017-03-08";"1";"Vente";"275100.0";"17.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0117";"None";"None";"13";"nan";"14";"nan";"15";"nan";"17";"nan";"21";"nan";"11";"2";"Appartement";"98.0";"4.0";"None";"None";"None";"None";"nan";"2.362288";"48.937796";"0000T"
"2017-1322432";"2017-03-08";"1";"Vente";"275100.0";"17.0";"None";"BD DE LA COMMUNE DE PARIS";"1544";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0117";"None";"None";"24";"nan";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"None";"None";"nan";"nan";"S";"sols";"None";"None";"2.0";"2.362288";"48.937796";"0000T"
"2017-1321636";"2017-01-06";"1";"Vente";"100000.0";"65.0";"None";"RUE DE STRASBOURG";"8575";"93200";"93066";"Saint-Denis";"93";"None";"None";"930660000T0150";"None";"None";"119";"42.08";"None";"nan";"None";"nan";"None";"nan";"None";"nan";"1";"2";"Appartement";"40.0";"2.0";"None";"None";"None";"None";"nan";"2.366673";"48.936172";"0000T"
