type,adresse,prix,details,description,supplements
Vente Appartement,Asnières-sur-Seine (92600),498.000 €,3 pièces 2 chambres 64 m²,"Asnières-sur-Seine – Quartier Philosophes / Voltaire (Rue Alphonse Kappler) – Appartement 3 pièces de 64 m2, dans une copropriété bien entretenue (immeuble datant de 2000), complété d'une place de parking et d'une cave.

1 er étage avec ascenseur - L'appartement est traversant, composé de deux balcons dont le plus grand (7,5 m²) donne sur une jolie cour (Exposition sud Est) desservant la cuisine et le salon. Parquet refait à neuf dans tout l'appartement. Séjour de 21 m² avec cuisine attenante de 8 m² refaite à neuve et équipée (plaques induction, four électrique, lave-vaisselle, lave-linge). Possibilité d'abattre la cloison entre la cuisine et le salon pour réaliser une grande pièce à vivre.

Espace nuit indépendant composé de deux chambres (12 m² et 9 m²), comportant chacune un grand placard, une salle de bain et des toilettes séparées. Dégagement desservant les chambres et l'entrée comportant un placard et permettant une séparation complète avec l'espace salon et cuisine.

Transports :

- Métro Gabriel Péri (ligne 13 ; Station Vélib) à 5 min à pied ;
- Gare d'Asnières (ligne L et J) à 19 min à pied ;
- Métro Les Agnettes (future ligne 15) à 15 min à pied ;

Commerces / Écoles :

- Casino ouvert 7j/7j (1 min à pied)
- Picard et Bio C Bon (2 min à pied) ;
- Marché d'Asnières (10 min à pied) ;
- Parc de la mairie (10 min à pied) ;
- Écoles maternelle, primaire, et crèche à proximité immédiate (moins de 5 min à pied).

Charges et chauffage :

- Chauffage électrique individuel
- Charges copropriété : 150 euros / mois
- Taxe foncière : environ 1 000 euros / an
- Classement DPE : (à compléter).",| Gabriel Péri - Asnières - Gennevilliers| Les Agnettes| Asnières-sur-Seine
Vente Maison,Montreuil (93100),600.000 €,4 pièces 2 chambres 79 m² 7.595 € le m²,"Nous mettons en vente notre jolie maison de ville de 79 m² au sol (71 m² loi Carrez) se composant de 4 pièces réparties sur deux étages et d'un grand toit-terrasse ensoleillé sans aucun vis-à-vis.

Au rez-de-chaussée, l'entrée donne sur une cuisine américaine équipée ouverte sur la salle à manger (22,79 m²) et une première chambre de 10,24 m² disposant de toilettes indépendantes avec rangements et d'une salle de bain avec baignoire.
Au 1er étage, vous trouverez une deuxième chambre de 13,43 m² et un salon lumineux de 22,64 m² (possibilité de troisième chambre), le tout complété d'une salle de douche et de toilettes.
Enfin, au dernier étage, vous profiterez d'un grand toit-terrasse de 21,35 m² baigné de soleil et sans aucun vis-à-vis.

Un dégagement de 3 m² situé sur le côté de la maison vous donne un espace de stockage supplémentaire indépendant. La maison dispose également d'un cabanon de rangement et d'une avancée protégée pouvant accueillir vos vélos.

A 6 min à pied du métro ligne 9 Mairie de Montreuil et à 4 min à pied du pittoresque parc des Beaumonts, la maison se situe dans un quartier calme et résidentiel à proximité immédiate des écoles, commerces et loisirs (théâtre, cinéma, bibliothèque, restaurants…) au cœur du centre-ville de Montreuil.

Ce bien rare et atypique est à visiter très rapidement. Pour cela, contactez-nous par e-mail en nous envoyant vos coordonnées.

Agences et professionnels s'abstenir.

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1100 € et 1540 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris). »
Taxe foncière : 1431 €",| Mairie de Montreuil| Croix de Chavaux (Place Jacques Duclos)| Rue de Rosny
Vente Appartement,Saint-Cloud (92210),444.000 €,3 pièces 2 chambres 58 m²,"Appartement traversant Est/Ouest, 3 pièces, 57.61 m², 4ème et dernier étage avec Ascenseur (1 seul vis à vis sur palier) + 1 place de parking proche ascenseur + Cave (parking et cave fermés dans sous-sol de la résidence).

Possibilité 2ème place de parking juxtaposée.

Appartement lumineux, très calme, vue dégagée dans Résidence de standing sécurisée année 2001 (Gardien, caméras, visiophone, digicode, Portail et Porte de garage télécommandés).

Pas de travaux à prévoir ni ravalement (dernière Assemblée Générale Juin 2022).

Localisation Rue Porte Jaune. Environnement privilégié proche commerces, écoles, transports, centre Garches, Parc de Saint Cloud.

Description du bien :
Une entrée avec grand placard aménagé dressing et rangement. Un séjour orienté ouest avec parquet, 20m². Deux chambres, 9m² chacune, avec parquet et grand placard aménagé dans chaque. Une cuisine équipée de 8m² avec plaque et hotte. Une salle de bains avec baignoire/douche, un meuble évier double vasque marbre, un grand miroir, un radiateur mural sèche serviette (Robinetterie et équipement sanitaire Roca). Un wc séparés avec évier, miroir de courtoisie, étagères. Pas de Balcon.

Prise TV dans chambres et séjour.
Fibre installée.
Compteur eau froide individuelle.

Faible consommation électrique : 564€/an (tout compris : chauffage, eau chaude, appareils électroménagers..).

Chauffage électrique individuel programmable Eco Confort.
Ballon eau chaude Atlantic économique 200L installé en 2017, programmable et économique HP/HC.
Compteur Linky installé en 2021.

DPE et diagnostics divers réalisés en juillet 2021 avec nouvelles normes.

Charges diverses :
Taxe foncière 2021 : 1105€ .
Charges copropriétés 2021 : 202€/mois.

Libre de suite.",| Garches - Marnes-la-Coquette| Saint-Cloud| Parc de Saint-Cloud
Vente Appartement,Paris 15e (75015),650.000 €,2 pièces 1 chambre 52 m² 12.500 € le m²,"Au cœur du 15ème, dans une rue calme, sans vis-à-vis, charmant appartement lumineux de deux pièces.

52,01 m² loi Carrez, en parfait état, au sein d'un immeuble de grand standing des années 2000.

Situé au 2étage sur 4, avec ascenseur normes PMR.

Il se compose d'une entrée, d'un séjour, d'une cuisine entièrement équipée, d'une chambre, d'une salle de bains, d'un WC séparé. Nombreux rangements.
Cave et une place de parking boxable de 14m2.

Local poussette et local vélo. Copropriété entièrement sécurisée, des parties communes aux parkings.

A proximité des commerces et transports, lignes 8 et 12 et bus 39-62-70-80-88.

Eau et chauffage électrique individuels.
Charges 145 € / mois.
Taxe foncière : 1 050 €

Pas de procédure en cours.

Démarchage et agences immobilières s'abstenir.
Agences s'abstenir",| Convention| Félix Faure| Vaugirard (Adolphe Chérioux)
Vente Appartement,Cergy (95000),249.000 €,4 pièces 3 chambres 82 m² 3.037 € le m²,"Cergy préfecture

Appartement de 82 m2, 3 chambres, 10 min à pied des écoles (ESSEC, IPSL, EISTI, etc) – 15 min à pied de la gare RER A – bus 48 à 200 m pour la gare. Ecole maternelle/primaire en face. Collège à 5 min à pied.

Appartement, rénové en 2019, très lumineux, exposé Est-Ouest, balcon filant à l'ouest, au 1er étage d'un immeuble de 4 étages, ascenseur, face à la forêt, un boxe, une cave, stationnement gratuit aux alentours.
Cuisine équipée (four électrique, micro-onde, plaques vitro céramiques, grand réfrigérateur, lave-vaisselle) - une salle de bain avec baignoire et lave-linge – une salle de douche. Séjour 25m2, volets roulants électriques.
Chaque chambre fait 12m2
Parquet massif au sol du séjour et des 3 chambres - carrelage au sol de la cuisine, salle de bain et salle de douche.
Chauffage collectif.",| Cergy - Préfecture| Neuville - Université| Eragny - Neuville
Vente Maison,Beynes (78650),430.000 €,7 pièces 5 chambres 132 m² Terrain 432 m² 3.258 € le m²,"Val des 4 Pignons.
Maison bien entretenue de 132m2 (loi Carrez) sur un terrain de 432 m2, dans une rue calme à sens unique.
Chauffage et eau chaude produits par chaudière gaz à condensation Viessmann de 2017 et pompe à chaleur réversible Daikin de 2016. ( DPE énergie ""C"" du 4/1/22).

Rez-de-chaussée : Entrée, séjour double, avec cheminée ouverte, donnant sur une terrasse de 18 m2 avec un store banne. Cuisine aménagée et entièrement équipée avec un coin repas. wc séparé, Salle de douche, 2 chambres avec placards et une pièce de transit, aménagée d'un grand dressing et étagères, donnant accès au 1er étage et au jardin.
Premier étage : Palier, 3 chambres dont 2 avec placards, 1 bureau ou chambre bébé, Salle de douche, wc séparé.
Toute la maison est équipée de fenêtres PVC double vitrage et volets roulants solaires radiocommandés avec pilotage centralisé. Garage chauffé avec parties aménagées : lingerie/ repassage, buanderie et électro-ménager complémentaire.

Grenier exploitable (18 m2) au dessus de la surface du garage.
Cave de 18 m2 sous la terrasse.

Stationnement d'un véhicule dans le garage et 1 autre en extérieur. Portail coulissant radiocommandé et portillon avec portier vidéo. Maison fibrée.

Ceinture autour de la maison en béton lavé, équipée d'éclairages programmés.
Jardin clos sans vis-à-vis.
Proximité à pied d'un centre commercial avec médecins et pharmacie, écoles (maternelle au collège), ligne de bus, Train Montparnasse, via Plaisir, en 25 mn.",| Beynes| Plaisir - Grignon| Mareil-sur-Mauldre
Vente Maison,Nanterre (92000),935.000 €,10 pièces 6 chambres 203 m² Terrain 207 m² 4.606 € le m²,"Maison 10 pièces - 203 m2 (loi Carrez). Habitation de charme avec cour extérieure arborée et un potentiel de 6 chambres.

Belles hauteurs sous plafonds, nombreuses fenêtres et orientation sud-ouest, sud-est, cette maison lumineuse se compose de :

Rez de chaussée : entrée (3,5 m2), salon (30 m2), salle à manger (11 m2), cuisine (12 m2), 1 suite parentale (chambre 12 m2 et salle de bains 7 m2), 1 salle d'eau (4 m2).
A l'étage : 4 chambres possibilité 5 (11 m2 chacune), 1 salle d'eau (5 m2).

Quartier Plateau Mont-Valérien à Nanterre.

Cour extérieure 45 m2, garage 1 voiture, cave 33 m2.

Chauffage au gaz de ville (chaudière avec brûleur neuf).
Bus et écoles à proximité, 10 min de la Défense, boulangerie, supérette, pharmacie à 200 m
Diagnostics du 24 janvier 2022 : DPE : note D. GES : note D.
Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 970 € et 2 720 € par an.
Double entrée, peut convenir pour une profession libérale, un studio indépendant ou du co-living.",| Nanterre - Préfecture| Belvédère| Nanterre - Ville
Vente Appartement,Trappes (78190),214.000 €,3 pièces 2 chambres 65 m² 3.292 € le m²,"Bel appartement de 3 pièces de 65 m2 dans nouvelle copropriété de 2015 bien entretenue, sécurisée et calme. Deuxième étage avec ascenseur. Vue dégagée sur grande pelouse. Proche toutes commodités (école, crèche, poste, pharmacie, superette), gare de Trappes à 10 mn en bus.

Il se compose d'une entrée avec placards, d'un cellier, d' une cuisine équipée ouverte sur un séjour de 25m2.
La partie nuit donne sur deux chambres de 13 m2 et 10m2 avec grand placard et grande fenêtre, d'une salle de bain de 5.45m2 avec baignoire et branchement pour lave-linge et d'un W.C. séparé.
Lumineux, donnant sur une vaste pelouse et une rue en sens unique peu passagère, il comprend un balcon de 8m2 exposé ouest, d'un parking en sous-sol et d'un parking en extérieur dans la résidence. Un local vélos est mis à disposition des résidents. Taxe foncière 1300€.",| Trappes| La Verrière| Saint-Quentin-en-Yvelines
Vente Appartement,Paris 15e (75015),890.000 €,4 pièces 2 chambres 81 m²,"Cœur quartier Commerce. Appartement traversant donnant sur deux jardins intérieurs, très calme et lumineux. 4ème étage.
Double séjour orienté sud-sud ouest : deux chambres orientées nord-nord est, entrée, cuisine indépendante, une salle de bains avec baignoire, wc séparés.
Cave en sous-sol. Nombreux rangements; plan fonctionnel
Possibilité place parking en location au sous-sol de l'immeuble.

Métro Commerce (ligne métro 8), proximité ligne 10
80,81 m². Chauffage/eau chaude collectifs. DPE : D / GES : D
Situé rue Lakanal, dans une copropriété construite en 1961, bien entretenue, avec gardien, bénéficiant de garages à vélos, local à poussettes/vélos
Charges de copropriété : 770 € par trimestre (dont chauffage collectif...). Taxe foncière : 1 100 €.
Appartement libre immédiatement.",| Commerce| Félix Faure| Avenue Émile Zola
Vente Appartement,Paris 16e (75016),66.000 €,1 pièce 6 m²,"Sous offre

Chambre de service totalement équipée (douche, ballon eau chaude changé en 2022 , évier, emplacement plaques électriques et réfrigérateur)
Nombreux rangements en hauteur.
Grande fenêtre . Vue partielle sur Tour Eiffel
Parquet au sol - 6m2 au sol.
wc sur le palier à l'usage unique de la chambre

Au 5ème étage sans ascenseur (en projet)
Digicode.

Quartier recherché (La Muette).
Métro et tous commerces à proximité.

Diags effectués le 03/05/2022 (DPE vierge - conso non exploitable).",| Passy| Boulainvilliers| La Muette
Vente Appartement,Paris 18e (75018),145.000 €,1 pièce 16 m²,"Situé rue Marcadet dans le 18ème arrondissement
Dans une copropriété très bien entretenue, au 2ème étage, avec accès à une jolie cours pavée. Il est composé de : une pièce de vie, une kitchenette et une salle d'eau avec douche et wc.
Logement idéal pour un investissement ou un pied à terre.
Chauffage électrique remis à neuf en 2019.

Surface de 16.17 m² loi Carrez.",| Marcadet - Poissonniers| Marx Dormoy| Château Rouge
Vente Maison,La Hauteville (78113),719.000 €,7 pièces 5 chambres 223 m² Terrain 2.000 m² 3.224 € le m²,"Située à 45 min de Paris, à l'orée de la forêt de Rambouillet, chaumière très lumineuse d'environ 223 m², orientée plein sud, sur un terrain arboré de 2000 m².

Chaumière rénovée en 2017 avec toiture refaite à neuf, isolation (catégorie énergétique C), double vitrage, pompe à chaleur air/eau.

Au rez-de-chaussée : une vaste entrée, un espace salon salle à manger (environ 66m²) ouvrant sur terrasse et jardin, une grande cuisine équipée, un office avec grands placards, une buanderie et un grand bureau idéal pour le télétravail.

A l'étage : 4 chambres dont 1 suite parentale avec salle de bain et dressing, 2 chambres avec salle de douche, 1 chambre avec possibilité salle de douche, et plusieurs espaces de rangements.

Pour compléter l'ensemble : accès à la fibre, cave, grenier, double garages, places de parking, atelier, chalet en bois, robot tondeuse, alarme, portail électrique.

Enfin, écoles élémentaires à 10min à pied, collège et lycée à 15/20 min avec arrêt de bus à 50 mètres. Proche de commerces locaux, bibliothèque au sein du village, centres équestres, et autres commodités.",| Marchezai - Broué
Vente Appartement,Paris 11e (75011),599.000 €,3 pièces 2 chambres 50 m² 11.980 € le m²,"Paris 11 à proximité du métro rue des boulets et des commerces.
Proche RER A Nation.

Dans immeuble avec code et interphone, proche du jardin Emile Gallé.
Au 5ème étage sans ascenseur.

Appartement de 3 pièces, 50,07m² + un balcon de 3,41m², calme, clair et ensoleillé.
Double exposition. Bien distribué en étoile.
Entrée, séjour avec parquet, 2 chambres. dont une avec parquet, cuisine, une salle de bain avec baignoire et meuble lavabo et wc séparés avec lave-mains.

Balcon et Cave.
Tableau électrique neuf.
Radiateurs Acova Volga neufs.
Plaque électrique à 4 foyers à induction whirpool neuve (2022).
Peinture Guittet, refaite à neuf dans tout l'appartement.

DPE : E et GES : B

Agence s'abstenir
Merci de laisser un message avec votre téléphone.",| Rue des Boulets| Charonne| Philippe Auguste
Vente Appartement,Paris 18e (75018),460.000 €,2 pièces 1 chambre 48 m² 9.583 € le m²,"Marx Dormoy - Appartement 2 pièces de 48.32m²

Idéal pied-à-terre parisien au sud est du 18ème arrondissement, appartement exposé plein-Est, très lumineux (4 fenêtres double vitrage toute hauteur, rafraîchi tout récemment), 2ème étage sur 6, sans ascenseur.
Immeuble Haussmannien 1800 avec gardienne
Travaux de réfection hall/immeuble en cours (déjà votés en AG).
Idéalement agencé.
Entrée desservant un séjour, sol parquet; cuisine fermée et équipée, chambre (sol parquet Point de Hongrie) avec salle de bain privative entièrement carrelée, wc séparés, débarras sur le palier, cave, chauffage gaz individuel par radiateur.

Localisation excellente : Métro Marx Dormoy L12, La chapelle L2 et Garde du nord (L4 , 5, RER B et E).
Plusieurs lignes de bus alentours.
A proximité de tous commerces.

Bien soumis au statut de la copropriété (78 logements)
DPE et GES en cours
Charges 1600€ /an.",| Marx Dormoy| La Chapelle| Stalingrad
Vente Appartement,Paris 19e (75019),225.000 €,1 pièce 1 chambre 18 m²,"Magnifique studio très lumineux, d'une superficie de 18m2, situé au 5ème étage, d'un bel immeuble haussmannien avec digicode, au pied des BUTTES CHAUMONT (avenue Simon Bolivar)

Le studio est vendu meublé et se compose : porte blindée
Cuisine équipée : plaque, hotte, meubles de cuisine, micro-ondes, réfrigérateur-congélateur, machine à laver
Salle d'eau : lavabo, douche, WC, sèche serviette
Pièce de vie : clic-clac - table - armoire encastrée avec 2 porte coulissantes
2 grandes fenêtres double vitrage viennent d'être changées (facture à l'appui)
Un petit local à vélo est également présent dans l'immeuble ainsi qu'une cave

Le bien se situe à quelques mètres des stations du Métro : Bolivar et Colonel Fabien / BUS 26, 43

Au pied de l'immeuble : boulangerie, supermarché ainsi que de nombreux commerces et restaurants

Chauffage : individuel électrique

Charges de copropriété : 180 euros/trimestre - taxe foncière 325 euros/an

Bien soumis au statut de copropriété, il a été loué à 770 € charges comprises et louable facilement

Vendu libre de toute occupation.

Pour renseignements et visite, merci de me contacter par mail ou par téléphone de 9h30 à 19h

Agences et assimilés s'abstenir",
Vente Maison,Mantes-la-Jolie (78200),850.000 €,6 pièces 4 chambres 200 m² Terrain 350 m² 4.250 € le m²,"Ancienne maison nichée dans un cadre exceptionnel, en plein coeur de la ville.
La maison possède un jardin calme, avec une vue imprenable sur la collégiale.

200 m2, 4 chambres, salon et salle à manger, 1 garage 2 places. Le charme de l’ancien et le calme de la campagne en centre ville.
Ecoles et commerces à pieds, proche accès autoroute A13.",| Mantes-Station| Mantes-la-Jolie| Limay
Vente Maison,Neauphle-le-Vieux (78640),649.000 €,8 pièces 5 chambres 230 m² Terrain 300 m² 2.822 € le m²,"Maison 19ème siècle, baignée de lumière sur 3 niveaux, au cœur du village de Neauphle-le-Vieux, comprenant :

Au rez-de-chaussée : entrée, wc, cuisine-salle à manger, salon avec cheminée, verrière avec salon et salle à manger.

Au premier étage : suite parentale(salle de bains avec double vasque, douche, baignoire balnéo et wc), bureau (possibilité chambre).

Au deuxième étage : deux chambres, salle de douches avec wc.

Dépendance sur 2 niveaux avec lingerie-atelier- chaufferie au rez-de-chaussée et chambre avec salle de douche et wc à l'étage.

Jolie cave voûtée - Abri de jardin.

Terrasse - Jardin clos de murs - Emplacement de stationnement.

Chauffage au gaz de ville.

Gare SNCF accessible à pied - Montparnasse 30 min.
Lignes de bus.
DPE avril 2021.",| Villiers - Neauphle - Pontchartrain| Montfort-l'Amaury - Méré| Beynes
Vente Appartement,Ivry-sur-Seine (94200),470.000 €,5 pièces 4 chambres 89 m² 5.281 € le m²,"Centre ville. A proximité immédiate de tous les commerces, transports : nombreux bus et près du métro ligne 7 : Mairie d'Ivry, proche de toutes commodités.

Situé au calme d'une petite place piétonne. Au 6ème étage sur 16 avec deux ascenseurs d'une résidence sécurisée avec gardienne.

Bel appartement 5 pièces de 89 m², très lumineux et très au calme, il se compose d'une entrée donnant sur couloir et desservant un séjour avec grande baie vitrée ouvrant sur long balcon filant, une cuisine équipée séparée, 4 chambres (dont trois ouvrent sur le balcon), une salle de bains avec baignoire et double vasque, une salle d'eau avec douche et wc ainsi que de nombreux rangements. Le tout en très bon état. Chauffage collectif. Double vitrage.

Une cave complète ce bien.

Charges copropriété annuelles : 4800 € (chauffage, eau chaude compris dans les charges).
Taxe foncière : 2190 €.",| Ivry-sur-Seine| Mairie d'Ivry| Pierre et Marie Curie
Vente Appartement,Paris 20e (75020),390.000 €,2 pièces 1 chambre 39 m² 10.000 € le m²,"Rue du Pressoir, appartement meublé et équipé en étage élevé.

Vue sur l'ouest de Paris, Tour Eiffel et Montmartre, Très calme et lumineux.
Porte blindée, gardienne, résidence sécurisée. Salon , chambre, cuisine dinatoire avec cuisine équipé, équipements fournis : frigo, plaques, lave-vaisselle.
Chauffage inclus dans les charges. Un local type grande cave à côté de l'appartement.

Parking inclus.
Diagnostics sur demande
Charges 220 : € / mois
Taxe foncière : 776 €",| Couronnes| Ménilmontant| Pyrénées
Vente Appartement,Paris 18e (75018),550.000 €,3 pièces 2 chambres 51 m² 10.784 € le m²,"Appartement 2/3 pièces de 50,76 m2 situé dans un bel immeuble en pierre de taille rue Damrémont, au 2ème étage sans ascenseur.
Digicode et interphone.
Disposant d'une distribution en étoile et traversant, d'exposition Est/Ouest, il comprend une belle entrée donnant sur un salon de 13m2, une chambre de 12m2 donnant sur rue, une chambre de 10m2 et une cuisine donnant sur cour, une salle de bain avec baignoire, un wc séparé avec point d'eau et un petit débarras. Parquet et moulures. Double vitrage.
Possibilité de conserver les deux chambres ou de faire une chambre et un salon/salle à manger (ouverture partielle existante entre les 2 pièces sur rue).
Une cave complète le bien.

La copropriété comprend 2 bâtiments, une belle cour fleurie, elle se compose de 29 lots, pas de procédure en cours.
Les charges annuelles sont d'environ 1770€, la taxe foncière d'environ 510€.
Ravalement de façade sur rue fait en 2017.


Appartement idéalement situé, proche des bus 95 ,31 et 60 , des lignes 12 et 13 du métro et Tramway 3 à moins de 10min à pieds.
Ecoles publiques et privées et tout commerces à proximité.

Contact par mail uniquement avec vos coordonnées complètes et vos disponibilités .


Agences s'abstenir pour éviter toute perte de temps et de patience merci d'avance.",| Lamarck - Caulaincourt| Guy Môquet| Jules Joffrin
Vente Appartement,Lardy (91510),233.000 €,4 pièces 3 chambres 85 m²,"Gare de Lardy 5 min à pied. Paris-Austerlitz 40 min, RER C. Écoles et commerces 2 min à pied.

Deuxième et dernier étage d'une petite résidence calme et arborée.

Appartement de 85 m2: grand séjour avec parquet chêne massif, cuisine équipée, 3 chambres dont 1 donnant sur une terrasse de 21m² avec belle vue et sans vis à vis. Salle de bains lumineuse avec fenêtre, toilette indépendant.

Parking en sous-sol, cave.
Charges : 549€/ trimestre.
Chauffage électrique.",| Lardy| Chamarande| Bouray
Vente Appartement,Montrouge (92120),480.000 €,3 pièces 2 chambres 66 m²,"Il bénéficie d'une exposition nord-sud ( séjour au sud sans vis à vis) ), sur cour sécurisée et les jardins de la résidence. La copropriété comporte 48 lots répartis sur 4 petits immeubles avec gardien. Un digicode et un interphone assurent un accès sécurisé au bâtiment. La résidence est sur le point d'être ravalée avec isolation côté nord, ces travaux sont déjà votés et donc à la charge exclusive du Vendeur.

Cet appartement, bien agencé, est organisé comme suit : une entrée, un beau séjour double ensoleillé de 29 m², une cuisine indépendante et deux chambres (de 9 et 10 m²) possibilité d'une 3eme chambre en séparant le salon. Il comporte aussi une salle d'eau et des toilettes séparées ainsi qu'un dégagement. L'appartement bénéficie de radiateurs fonctionnant au gaz. L'eau chaude est alimentée par ballon électrique. Cet appartement 3/4 pièces est en bon état général (électricité aux normes et plomberie en bon état).

Une cave offre à ce logement de l'espace de rangement supplémentaire.

Pour vos véhicules, vous trouverez des places de stationnement en accès libre dans la résidence.

Le bien est idéalement situé : entre l'avenue de la république et la place Jean Jaurès il se trouve à 300 mètres des commerces et à trois minutes des écoles. Il y a un arrêt de bus à deux minutes de l'appartement (68) ainsi que le métro ligne 4 Mairie de Montrouge à cinq minutes. Le cinéma Ciné Montrouge vous accueille à quelques minutes du logement pour vos loisirs, ainsi qu'un théâtre. On trouve également trois bureaux de poste et un grand choix de restaurants. Enfin 4 marchés animent le quartier.
Les charges de la copropriété s'élèvent à 2 675 € annuelles comprenant le chauffage.
La taxe foncière annuelle s'élève à 646 €.",| Mairie de Montrouge| Jean Moulin| Porte d'Orléans (Général Leclerc)
Vente Appartement,La Garenne-Colombes (92250),500.000 €,3 pièces 2 chambres 75 m² 6.667 € le m²,"La Garenne colombes, proche rond-point du souvenir français (au calme).

Grand 3 pièces traversant, lumineux, avec le charme de l'ancien. 2 chambres de 12m2 - chacune avec dressing, grand espace de vie chaleureux (28m2), cuisine semi-ouverte, salle de bain avec douche et baignoire, toilettes séparées. Le tout dans un immeuble 1930 bien entretenu, avec jardin partagé et abri-vélo/ poussette, à proximité du centre de la Garenne, des commerces, des crèches et des écoles. 2 caves complètent ce bien.

Transports : Bus, Tram (T2 - les fauvelles ou Charlebourg) et gares transilien de Courbevoie (9min de Paris Saint Lazare) et Garenne-Colombes (14min de Paris Saint Lazare)

Possibilité de louer un parking à proximité. Aucun travaux à prévoir - Coup de cœur assuré !

Profils non sérieux s'abstenir.",| Les Fauvelles| Courbevoie| La Garenne-Colombes
Vente Appartement,Courbevoie (92400),580.000 €,3 pièces 2 chambres 82 m² 7.073 € le m²,"Quartier familial. Dans une résidence au calme et proche du parc Bécon, des commerces, transports, écoles ainsi que de toutes les commodités. Gare de Becon qui amène en 5mn à la gare Saint Lazare. Proximité future ligne 15 en 2023 .


Dans un immeuble de 1985 sécurisé par interphone / digicode et gardien.
Au 1er étage sur 7 :
Appartement sans vis à vis, ""grand"" 3 pièces de 82 m2, calme et très lumineux, il se compose d'une entrée indépendante avec rangement desservant un vaste séjour avec balcon, une cuisine séparée aménagée (donnant sur le même balcon), un petit couloir avec nombreux rangements ouvrant sur deux chambres (donnant toutes les deux sur un second balcon). Une salle de bains avec baignoire et lavabo ainsi qu'un wc indépendant avec lave-mains.
Vue sur 2 jardins de chaque côté de l'appartement.
Une cave de 7 m2 complète ce bien.
Parking.

Charges de copropriété : 3000 €
Taxe foncière : 700 €",| Bécon-les-Bruyères| Pont de Levallois - Bécon| Asnières-sur-Seine
Vente Appartement,Saint-Denis (93200),280.000 €,3 pièces 2 chambres 50 m² 5.600 € le m²,"Charmant trois pièces à Saint-Denis, baigné de lumière, composés de deux belles chambres, un séjour lumineux avec baie vitrée donnant sur balcon, une cuisine équipée, une salle d'eau, un balcon, un couloir, 2 caves.

Sans travaux. Charme et cachet du bel ancien: hauteur sous plafond, moulures, parquet. Un double vitrage assure silence et isolation thermique. Une double exposition en étoile, pour une luminosité tout au long de la journée. Possibilité de transformer l'appartement en 3 pièces avec double séjour.

Dans un quartier en plein essor et en plein boom pour les investissement immobiliers du fait de la proximité du stade de France et du centre d'affaire la Plaine. Dans une ville en pleine croissance avec les prochains jeux-olympiques qui auront lieu à Saint-Denis, un investissement immobilier gagnant.

Charges trimestrielles : 440 €
Taxe foncière : 800 €

A proximité du centre historique (quartier Basilique). Proche de toutes commodités: commerce, école, collège; transports etc. A 10 mn de Paris grâce à une multiplicité de transports. Au pied du métro, à 1mn du RER D en tram, RER B etc...",| Saint-Denis - Porte de Paris (Stade de France)| Saint-Denis| Théâtre Gérard Philipe
Vente Appartement,Vitry-sur-Seine (94400),299.000 €,4 pièces 2 chambres 72 m² 4.153 € le m²,"Appartement 4 pièces de 72 m2 dans une résidence arborée, proche des transports et des commerces.
Appartement très lumineux traversant et exposé Est/Ouest dans une résidence sécurisée, très calme, située dans une zone pavillonnaire,

Ce beau 4 pièces, au 2ème étage, est composé de : 2 chambres, un double séjour pouvant se transformer en une chambre supplémentaire, une cuisine équipée, une salle de bains (avec séchoir) + wc, un balcon.

Toutes les fenêtres sont en double vitrage. Chauffage collectif au fuel.
Electricité entièrement refaite.

Une cave et un parking complètent ce bien.

Taxe foncière : 1 200 €.

Métro Ligne 7 Villejuif Paul Vaillant Couturier à 13 min à pied.
Tram T9 : 4 min de la Station Germaine Taillefère /12 min de Porte de Choisy par le T9.",| Villejuif - Paul Vaillant-Couturier| Villejuif - Léo Lagrange| Mairie d'Ivry
Vente Appartement,Paris 12e (75012),358.000 €,2 pièces 1 chambre 32 m² 11.188 € le m²,"Deux pièces en parfait état, aux prestations haut de gamme

Au 1er étage d'un immeuble bien entretenu, joli deux pièces de 32m² comprenant:
une entrée desservant un séjour lumineux exposé est avec cuisine aménagée et équipée, une chambre avec placard, une salle d'eau et wc indépendants.
Exposition nord-ouest

Bien agencé et fonctionnel, aucun travaux à prévoir.

Chauffage au gaz collectif, parquet.

Charges copropriété: 2012 €
Taxe foncière: 545 €

Proche des transports et de toutes les commodités.",| Porte Dorée| Michel Bizot| Montempoivre
